Annual Total,April,August,December,District,February,January,July,June,March,May,November,October,September,State,Year,_id
874.3,7.2,162.5,0,Srikakulam,0,0,215.9,99.3,10.2,26,85.2,122.6,145.4,Andhra Pradesh,2009,5852eeb922758b3208f54c76
1700.5,3.1,263,129,Srikakulam,16.4,0.4,236.8,142.1,17.5,172.7,178.6,333,207.9,Andhra Pradesh,2010,5852eeb922758b3208f54c77
963.3,61.1,277,13.2,Srikakulam,17.2,0,168.5,120.6,0,93.1,0,31.3,181.3,Andhra Pradesh,2011,5852eeb922758b3208f54c78
1289.2,38,162.9,0,Srikakulam,6.2,7.3,277.1,111.7,0,47.1,270.5,110.4,258,Andhra Pradesh,2012,5852eeb922758b3208f54c79
1421.9,71.3,86.3,1,Srikakulam,1.2,0,178.6,168.4,1.8,21.6,37.3,659.7,194.7,Andhra Pradesh,2013,5852eeb922758b3208f54c7a
1274.3,9.1,263.4,6.8,Srikakulam,0,0,246.6,65.9,31.7,194.8,6.9,219.2,229.9,Andhra Pradesh,2014,5852eeb922758b3208f54c7b
"",,,,,,,,,,,,,,,,5852eeb922758b3208f54c7c
"",,,,Anjaw,,0,,,0,0,,,,Arunachal Pradesh,2012,5852eeb922758b3208f54c85
"",,136.4,,Anjaw,,,,,,,8.6,164.8,,Arunachal Pradesh,2013,5852eeb922758b3208f54c86
"",92,434.4,,Anjaw,92.8,22.2,176.2,,,,,6.4,428.7,Arunachal Pradesh,2014,5852eeb922758b3208f54c87
"",,308.9,16,Changlang,14.9,36.2,537.8,372,,46.2,3.9,166.6,308.2,Arunachal Pradesh,2012,5852eeb922758b3208f54c90
1846.4,203.6,299.1,1.9,Changlang,14.6,3.6,356,269.5,85.4,253.7,0,153.1,205.9,Arunachal Pradesh,2013,5852eeb922758b3208f54c91
1716.7,60.5,512.6,0,Changlang,30.5,4.5,276.5,203.3,34.9,248.9,5.7,41.5,297.8,Arunachal Pradesh,2014,5852eeb922758b3208f54c92
"",,,,Dibang Valley,,,,,,,,,,Arunachal Pradesh,2012,5852eeb922758b3208f54c9b
"",,,,Dibang Valley,,,,,,,,,,Arunachal Pradesh,2013,5852eeb922758b3208f54c9c
"",29,,,Dibang Valley,212,40,,,98,49,,,,Arunachal Pradesh,2014,5852eeb922758b3208f54c9d
1172.7,119.3,82.6,1.2,East Kameng,4,15.5,346.2,271.8,1,86.1,27,61.6,156.4,Arunachal Pradesh,2012,5852eeb922758b3208f54ca6
1264.8,57.3,164.4,17,East Kameng,19.6,0,248.2,300.1,25.9,157.1,0,75.3,199.9,Arunachal Pradesh,2013,5852eeb922758b3208f54ca7
633.8,11.3,160.2,0,East Kameng,3.2,0,45.7,236.5,0.5,120.2,0,0.6,55.6,Arunachal Pradesh,2014,5852eeb922758b3208f54ca8
6394,300.9,479.6,24,East Siang,39.3,69.2,1628,1111.1,120.7,460.2,0,611.6,1549.4,Arunachal Pradesh,2012,5852eeb922758b3208f54cb1
3356.4,132.7,454,4.5,East Siang,23.4,9.2,1093.9,533.4,90,325.6,0,246.9,442.8,Arunachal Pradesh,2013,5852eeb922758b3208f54cb2
4224.5,65.5,1565.9,5.5,East Siang,143.8,18.7,483.7,579.9,49.5,694,23.6,61.4,533,Arunachal Pradesh,2014,5852eeb922758b3208f54cb3
3555.7,564.8,323.1,13.9,Lohit,14.8,21.4,731.3,563.8,134,158,,237.3,793.3,Arunachal Pradesh,2012,5852eeb922758b3208f54cbc
2468.2,304.3,309.4,1.2,Lohit,21.6,16.6,482.7,306.6,152.3,467.4,5.3,130.3,270.5,Arunachal Pradesh,2013,5852eeb922758b3208f54cbd
2428.9,88.7,734.1,0,Lohit,63.5,7.1,278.7,204.2,71.4,646.2,10.2,12.6,312.2,Arunachal Pradesh,2014,5852eeb922758b3208f54cbe
988.6,123,109,0,Lower Subansiri,10,26,129,181,53,78,17.6,43,219,Arunachal Pradesh,2012,5852eeb922758b3208f54cc7
"",61,102.6,15,Lower Subansiri,,0,34.2,26.2,109.6,78,,,,Arunachal Pradesh,2013,5852eeb922758b3208f54cc8
"",,,,Lower Subansiri,,9,,,,,,,,Arunachal Pradesh,2014,5852eeb922758b3208f54cc9
"",,430.5,,Lower Dibang Valley,58,0,1251.3,1160.2,98,311.6,4.1,,1794.8,Arunachal Pradesh,2012,5852eeb922758b3208f54cd2
"",241,507.9,6.6,Lower Dibang Valley,26,30.9,,634.7,149.3,450.4,8.7,313.9,387.4,Arunachal Pradesh,2013,5852eeb922758b3208f54cd3
4077.7,97.9,1511.4,13.1,Lower Dibang Valley,108.7,32.4,512.7,408.8,109.2,873,18.1,58.3,334.1,Arunachal Pradesh,2014,5852eeb922758b3208f54cd4
3544.5,240.8,482.6,38.3,Papumpara,5.5,19.1,728.2,884.7,42.7,291.7,8,315.1,487.8,Arunachal Pradesh,2012,5852eeb922758b3208f54cdd
2560.4,170.7,401.4,3.4,Papumpara,13.2,7.4,578,324.6,135.2,417.1,0.9,150.1,358.4,Arunachal Pradesh,2013,5852eeb922758b3208f54cde
3889.8,26,708.6,13.5,Papumpara,68,4.6,822.5,881.4,27,790.2,30.6,38.7,478.7,Arunachal Pradesh,2014,5852eeb922758b3208f54cdf
1960.8,377,296,8,Tawang,23,21,291,256,114,154.6,23.5,27,369.7,Arunachal Pradesh,2012,5852eeb922758b3208f54ce8
2126.2,353,270.4,17,Tawang,40,1,396,161,174,356,50.5,124,183.3,Arunachal Pradesh,2013,5852eeb922758b3208f54ce9
2135,150,292,10,Tawang,39,16,509,232,163,286,32,21,385,Arunachal Pradesh,2014,5852eeb922758b3208f54cea
2563.2,373,329.1,23.2,Tirap,13.4,58.4,685.9,381.7,64.8,266.7,0,131.5,235.5,Arunachal Pradesh,2012,5852eeb922758b3208f54cf3
2533.8,234.3,511,0.5,Tirap,6.6,6.6,613.4,390.6,109,320.2,0,182.4,159.2,Arunachal Pradesh,2013,5852eeb922758b3208f54cf4
1629,66.1,374.2,0,Tirap,18.4,6.2,215,344,14,176.9,3,26.4,384.8,Arunachal Pradesh,2014,5852eeb922758b3208f54cf5
5582.2,800.3,450.2,111.8,Upper Siang,144.4,178.6,917.5,1096.9,206.2,520.5,73.3,288.4,794.1,Arunachal Pradesh,2012,5852eeb922758b3208f54cfe
3567.2,324,191.2,14.9,Upper Siang,76.8,66.2,536,438.6,195,697.7,50.2,175.8,800.8,Arunachal Pradesh,2013,5852eeb922758b3208f54cff
3868.1,250.7,808.6,19.3,Upper Siang,213.2,61.7,580.3,545.8,229.6,441.8,46.5,104.8,565.8,Arunachal Pradesh,2014,5852eeb922758b3208f54d00
1309.8,190.2,297.2,26,Upper Subansiri,0,22,169.2,204.6,,87,5.4,88.4,219.8,Arunachal Pradesh,2012,5852eeb922758b3208f54d09
1272.9,141.6,79.3,32.1,Upper Subansiri,26.6,7.7,246.8,225.2,52.4,302,20.8,67.8,70.6,Arunachal Pradesh,2013,5852eeb922758b3208f54d0a
1502.7,191.5,260.2,27.4,Upper Subansiri,87.6,9,241.2,324.4,77.2,126.8,25.4,30.2,101.8,Arunachal Pradesh,2014,5852eeb922758b3208f54d0b
1907.3,138.6,404.8,13.6,West Kameng,3,29.2,299.7,348.3,11.6,87.1,0,130.9,440.5,Arunachal Pradesh,2012,5852eeb922758b3208f54d14
1924.3,106,410,34.6,West Kameng,56.7,0.3,216.6,334.8,52.6,268.8,0.2,114.1,329.6,Arunachal Pradesh,2013,5852eeb922758b3208f54d15
1975.3,21.5,369,0,West Kameng,16.6,0,309.3,597.8,2.4,128.1,0,14.6,516,Arunachal Pradesh,2014,5852eeb922758b3208f54d16
2232.5,139,306,25,West Siang,4,0,368,423,109,139,29,255,435.5,Arunachal Pradesh,2012,5852eeb922758b3208f54d1f
2026.2,163.1,184.2,13.7,West Siang,31,17,362.8,410.9,120,339.9,7,97.4,279.2,Arunachal Pradesh,2013,5852eeb922758b3208f54d20
2140.3,62.7,443.5,14.5,West Siang,118.8,24.7,579.8,334.8,106.5,191,32.5,18,213.5,Arunachal Pradesh,2014,5852eeb922758b3208f54d21
"",,,,Anjaw,,,,,,,,,,Arunachal Pradesh,2004,585636efeddba2291c335f5e
"",,,,Anjaw,,,,,,,,,,Arunachal Pradesh,2005,585636efeddba2291c335f5f
"",,,,Anjaw,,,,,,,,,,Arunachal Pradesh,2006,585636efeddba2291c335f60
"",,,,Anjaw,,,,,,,,,,Arunachal Pradesh,2007,585636efeddba2291c335f61
"",,,,Anjaw,,,,,,,,,,Arunachal Pradesh,2008,585636efeddba2291c335f62
"",,,,Anjaw,,,,,,,,,,Arunachal Pradesh,2009,585636efeddba2291c335f63
"",,,,Anjaw,,,,,,,,,,Arunachal Pradesh,2010,585636efeddba2291c335f64
"",0,,,Anjaw,,,,,,,,,,Arunachal Pradesh,2011,585636efeddba2291c335f65
2885.6,402.4,328.5,5.4,Changlang,18.6,40.4,611.9,449.8,123.8,308.4,3.7,214.1,378.6,Arunachal Pradesh,2004,585636efeddba2291c335f69
2280.3,209.5,355.7,6.4,Changlang,219.2,33.2,363.1,195.6,394.7,221.3,19.4,159.5,102.7,Arunachal Pradesh,2005,585636efeddba2291c335f6a
1660.7,229.4,157.6,14.5,Changlang,136.4,17.1,282.1,224.2,60.3,203.3,52.5,66.6,216.7,Arunachal Pradesh,2006,585636efeddba2291c335f6b
1920.8,210.4,293.5,3,Changlang,86,15.7,453.8,331.4,24.2,156.1,8.1,27.2,311.4,Arunachal Pradesh,2007,585636efeddba2291c335f6c
"",0,277.9,0,Changlang,22,,432.8,322.9,44.8,0,0,82.2,115.9,Arunachal Pradesh,2008,585636efeddba2291c335f6d
1306.8,101.5,186.4,0,Changlang,19.6,26.7,225.9,211.2,36,170.5,17,110.8,201.2,Arunachal Pradesh,2009,585636efeddba2291c335f6e
1917.7,296.6,192.1,0,Changlang,0,0,334,471.1,38,271.1,32.8,37.8,244.2,Arunachal Pradesh,2010,585636efeddba2291c335f6f
1399.2,0,151.7,0,Changlang,0,0,423.7,536.3,0,87.1,8.5,39.1,152.8,Arunachal Pradesh,2011,585636efeddba2291c335f70
4471.4,281.6,528.4,39.2,Dibang Valley,33.4,52.3,1467,387.3,403.4,432.4,0,408.2,438.2,Arunachal Pradesh,2004,585636efeddba2291c335f74
3893.5,341.8,404.1,4.8,Dibang Valley,212.2,92.4,1184,326.8,421,177.2,43.4,200.8,485,Arunachal Pradesh,2005,585636efeddba2291c335f75
"",,397.4,0,Dibang Valley,226.4,5.4,571.4,,0,26.4,71.8,,337.4,Arunachal Pradesh,2006,585636efeddba2291c335f76
"",537.4,0,4,Dibang Valley,0,23.2,,657.2,87,,0,151,791.4,Arunachal Pradesh,2007,585636efeddba2291c335f77
"",0,1283.7,48,Dibang Valley,0,,,,,0,,,248.5,Arunachal Pradesh,2008,585636efeddba2291c335f78
"",289.5,,,Dibang Valley,114.3,,591,535.5,82,80,40.5,,,Arunachal Pradesh,2009,585636efeddba2291c335f79
"",,,0,Dibang Valley,,,,0,,,,,,Arunachal Pradesh,2010,585636efeddba2291c335f7a
"",,,,Dibang Valley,,,,,,,,,,Arunachal Pradesh,2011,585636efeddba2291c335f7b
2842.2,277.9,219.8,7.5,East Kameng,21,33.4,601.1,738.7,117.3,317.6,26.8,145.6,335.5,Arunachal Pradesh,2004,585636efeddba2291c335f7f
3633.8,168.6,816.2,0,East Kameng,122.8,59.2,686.2,354.9,155.3,350.2,53.3,209,658.1,Arunachal Pradesh,2005,585636efeddba2291c335f80
1848.9,179.5,202.5,7.6,East Kameng,104,2.3,519.2,192.6,61.3,363.8,23.6,11.4,181.1,Arunachal Pradesh,2006,585636efeddba2291c335f81
1360.7,92.8,171,7.2,East Kameng,70,12.4,308,340.6,9.3,65.8,6.2,50,227.4,Arunachal Pradesh,2007,585636efeddba2291c335f82
1662.7,50.4,480.2,0,East Kameng,10,56,232.6,309.8,111.4,226,0,62.9,123.4,Arunachal Pradesh,2008,585636efeddba2291c335f83
"",,265.9,6.9,East Kameng,10,13.2,424.5,154.9,,71,5.8,88.4,91.4,Arunachal Pradesh,2009,585636efeddba2291c335f84
1170.6,87.6,172.2,1,East Kameng,3,0,177.6,165.3,38.4,153.6,4.1,32.9,334.9,Arunachal Pradesh,2010,585636efeddba2291c335f85
1090.4,6.3,163.5,0,East Kameng,0,0,437.8,123.9,55.9,36.4,2,9.8,254.8,Arunachal Pradesh,2011,585636efeddba2291c335f86
5243,265.3,375.5,31.5,East Siang,33.4,24.2,2280.7,652.8,311.8,544.5,0,267.4,455.9,Arunachal Pradesh,2004,585636efeddba2291c335f8a
4297,331.3,915.5,0,East Siang,245.3,71.2,840.1,579.9,297.9,205.4,22.6,244.4,543.4,Arunachal Pradesh,2005,585636efeddba2291c335f8b
3706.8,272.9,535.8,42.4,East Siang,179.8,9.1,664.7,700.6,34,534.8,158.1,27.4,547.2,Arunachal Pradesh,2006,585636efeddba2291c335f8c
4999.2,555,406,9.1,East Siang,94.1,13.7,1526.5,899.4,94.6,398,9.8,84,909,Arunachal Pradesh,2007,585636efeddba2291c335f8d
4097.9,281.3,1032,4.4,East Siang,73.2,243.3,1020.5,703.7,188.6,203.5,5.7,108.8,232.9,Arunachal Pradesh,2008,585636efeddba2291c335f8e
3043.3,259.8,735.4,19.7,East Siang,153.1,52.9,558.9,464.7,46.1,159.7,147.7,158.8,286.5,Arunachal Pradesh,2009,585636efeddba2291c335f8f
4494.7,623.5,419.5,26.5,East Siang,40.6,0,542.5,1018.9,306.6,495,99.4,81.1,841.1,Arunachal Pradesh,2010,585636efeddba2291c335f90
2843.2,158.8,379.6,70.4,East Siang,32.1,65.2,763.3,415,291.7,295.9,2.7,19.9,348.6,Arunachal Pradesh,2011,585636efeddba2291c335f91
3186.3,208.4,290.3,45,Lohit,8.1,24.9,1145,273.8,182.2,418.4,1.2,212.9,376.1,Arunachal Pradesh,2004,585636efeddba2291c335f95
2475.3,249,401.7,17.9,Lohit,48.2,48.9,634.3,249.8,333.3,123.6,22.8,144.2,201.6,Arunachal Pradesh,2005,585636efeddba2291c335f96
2646.6,235.5,278,21.4,Lohit,225.3,0,453,588.9,53.5,294.1,89,70.5,337.4,Arunachal Pradesh,2006,585636efeddba2291c335f97
2787,421.5,292.9,8,Lohit,120.3,8.7,845,371.3,22.1,152.3,29.5,74.4,441,Arunachal Pradesh,2007,585636efeddba2291c335f98
2436.5,177.3,442.8,7.6,Lohit,40.2,42.9,633.9,310.4,242.4,260,52.2,78.1,148.7,Arunachal Pradesh,2008,585636efeddba2291c335f99
2355.3,269.7,533.8,17.7,Lohit,136.6,82.4,419.6,267,32.7,88.6,80.2,124.8,302.2,Arunachal Pradesh,2009,585636efeddba2291c335f9a
3733.7,937.3,339.8,6.5,Lohit,21,0,619.1,461.8,212.5,563.8,34.4,66.7,470.8,Arunachal Pradesh,2010,585636efeddba2291c335f9b
2095,152.1,204.6,20.5,Lohit,23.8,43.6,452.1,404.5,338.1,152.7,3.8,53.9,245.3,Arunachal Pradesh,2011,585636efeddba2291c335f9c
964.8,105.9,91.4,1.6,Lower Subansiri,24.6,25,125.3,183.2,89.2,99,5.9,133,80.7,Arunachal Pradesh,2004,585636efeddba2291c335fa0
963.3,71.3,144.6,0,Lower Subansiri,88.2,60.5,199.6,46.1,83.2,120.4,19.8,65.9,63.7,Arunachal Pradesh,2005,585636efeddba2291c335fa1
825.2,122.7,70.8,12,Lower Subansiri,48.2,3.8,163.4,122.2,28.4,145.1,35.6,0.4,72.6,Arunachal Pradesh,2006,585636efeddba2291c335fa2
962.5,98.8,106.1,3.1,Lower Subansiri,69.1,11.2,153.3,128.2,13.9,155.8,25.4,35.4,162.2,Arunachal Pradesh,2007,585636efeddba2291c335fa3
977.6,97.5,138.7,5.2,Lower Subansiri,34.5,42,208.4,169.4,63.8,95.8,0,38.9,83.4,Arunachal Pradesh,2008,585636efeddba2291c335fa4
840.5,61.4,173.2,3.6,Lower Subansiri,25.4,5.6,146.9,80.6,114.2,124.2,1.2,51.2,53,Arunachal Pradesh,2009,585636efeddba2291c335fa5
706.8,87.8,68.6,0,Lower Subansiri,3.6,0,104,80.4,109.7,128.8,18.2,30.7,75,Arunachal Pradesh,2010,585636efeddba2291c335fa6
934.3,32.8,157,7,Lower Subansiri,8,2.8,204.1,171.4,79,125.2,45,17,85,Arunachal Pradesh,2011,585636efeddba2291c335fa7
"",,,,Lower Dibang Valley,,,,,,,,,,Arunachal Pradesh,2004,585636efeddba2291c335fab
"",,,,Lower Dibang Valley,,,,,,,,,,Arunachal Pradesh,2005,585636efeddba2291c335fac
"",,,,Lower Dibang Valley,,,,,,,,,,Arunachal Pradesh,2006,585636efeddba2291c335fad
"",,,,Lower Dibang Valley,,,,,,,,,,Arunachal Pradesh,2007,585636efeddba2291c335fae
"",,,,Lower Dibang Valley,,,,,,,,,,Arunachal Pradesh,2008,585636efeddba2291c335faf
"",,,,Lower Dibang Valley,,,,,,,,,,Arunachal Pradesh,2009,585636efeddba2291c335fb0
"",,,0,Lower Dibang Valley,,,,,0,,56.1,,,Arunachal Pradesh,2010,585636efeddba2291c335fb1
"",0,,0,Lower Dibang Valley,0,,,,,,,,,Arunachal Pradesh,2011,585636efeddba2291c335fb2
3991.9,267.6,322.1,27.1,Papumpara,8.4,65.2,746.4,678,272.7,714.6,0,353.3,536.5,Arunachal Pradesh,2004,585636efeddba2291c335fb6
2603.5,163,638.6,0,Papumpara,58.5,0,459.9,524.6,180.9,271.9,16.3,79.8,210,Arunachal Pradesh,2005,585636efeddba2291c335fb7
2148.1,184.2,191,22.3,Papumpara,246,7.6,381.4,429.9,42.2,147.9,72.3,108,315.3,Arunachal Pradesh,2006,585636efeddba2291c335fb8
3699.6,469.7,272.9,8.8,Papumpara,113,18.8,643.9,923.1,62.3,505.8,11.6,127.8,541.9,Arunachal Pradesh,2007,585636efeddba2291c335fb9
4261.4,186.6,1017.7,8.4,Papumpara,21.8,68.9,791.9,1035,162.5,405.8,0,180,382.8,Arunachal Pradesh,2008,585636efeddba2291c335fba
2745.2,248.6,564.4,7,Papumpara,23.8,41.6,571.4,520.4,47.2,389.3,25.8,204.7,101,Arunachal Pradesh,2009,585636efeddba2291c335fbb
3900.2,649.4,385.9,1.5,Papumpara,10,0,505.5,648.3,326.4,478.2,63.5,41.5,790,Arunachal Pradesh,2010,585636efeddba2291c335fbc
3157.9,182.9,603.3,8.9,Papumpara,27.4,9.5,1029.6,460.6,139,375.6,5.7,73.1,242.3,Arunachal Pradesh,2011,585636efeddba2291c335fbd
1831.4,242.7,231.8,0,Tawang,1.8,7.3,502.3,253.8,88.8,194.2,16.9,185.3,106.5,Arunachal Pradesh,2004,585636efeddba2291c335fc1
1735.5,180.5,303.4,0,Tawang,130.6,0,282.2,137.9,184.5,209.9,20.3,94.6,191.6,Arunachal Pradesh,2005,585636efeddba2291c335fc2
1473.7,236.6,154,4.4,Tawang,22.4,0,247.1,214.6,97.8,244.8,29.1,61.1,161.8,Arunachal Pradesh,2006,585636efeddba2291c335fc3
1595.1,208.7,210.6,0,Tawang,1.2,7.2,422.2,230.5,25.6,88.7,24,103.3,273.1,Arunachal Pradesh,2007,585636efeddba2291c335fc4
1626.9,247.4,373,12.4,Tawang,3.4,0,298.2,233,10.8,172.9,2.1,117,156.7,Arunachal Pradesh,2008,585636efeddba2291c335fc5
1235,141.4,272.2,0,Tawang,1,0.6,230.1,139.1,89.8,117.5,11.1,100.6,131.6,Arunachal Pradesh,2009,585636efeddba2291c335fc6
"",233.5,,0,Tawang,17.1,0,,18,301.9,294.5,92.8,111.1,256.3,Arunachal Pradesh,2010,585636efeddba2291c335fc7
"",,182,2,Tawang,,0,338.3,226,,243.4,62.1,39,181,Arunachal Pradesh,2011,585636efeddba2291c335fc8
3893.4,433.2,648.4,17,Tirap,18.1,60.4,679.9,553.4,76.6,516.8,12,284.6,593,Arunachal Pradesh,2004,585636efeddba2291c335fcc
3877.5,165.4,994,0,Tirap,135,47.2,843.8,672.4,292.8,253.6,3,199,271.3,Arunachal Pradesh,2005,585636efeddba2291c335fcd
2924.2,456.8,280.8,0,Tirap,112.5,2.2,627.8,526.4,25.8,296,28.2,147,420.7,Arunachal Pradesh,2006,585636efeddba2291c335fce
"",282.9,630.4,52.3,Tirap,0,2.4,626.7,523.9,,249.3,35.3,220.4,413.1,Arunachal Pradesh,2007,585636efeddba2291c335fcf
3204.2,129.9,606.9,0,Tirap,39.1,53.6,857,495.8,188.4,353,0,63.3,417.2,Arunachal Pradesh,2008,585636efeddba2291c335fd0
4048.7,213.6,850.8,2.9,Tirap,61.2,80.6,1010.2,720.8,74.6,378,63.4,200.4,392.2,Arunachal Pradesh,2009,585636efeddba2291c335fd1
3478.5,355.6,508,17.3,Tirap,9.4,12.2,624.2,645.3,187,442,29.6,84.8,563.1,Arunachal Pradesh,2010,585636efeddba2291c335fd2
1648,109.3,239.9,2.8,Tirap,26,33.6,380,328.6,84.4,104.6,7.6,91.4,239.8,Arunachal Pradesh,2011,585636efeddba2291c335fd3
"",,,,Upper Siang,,,,,,,,,,Arunachal Pradesh,2004,585636efeddba2291c335fd7
"",322.2,0,0,Upper Siang,216.3,,,,,142.7,0,92.7,139,Arunachal Pradesh,2005,585636efeddba2291c335fd8
"",,,0,Upper Siang,,,719,,,0,124.7,323,784.7,Arunachal Pradesh,2006,585636efeddba2291c335fd9
"",0,0,3,Upper Siang,0,28.1,,474,59.1,,8,,,Arunachal Pradesh,2007,585636efeddba2291c335fda
"",0,357.5,6.9,Upper Siang,0,,,,,113.7,,,289.2,Arunachal Pradesh,2008,585636efeddba2291c335fdb
"",0,,0,Upper Siang,,15,,,,,,,,Arunachal Pradesh,2009,585636efeddba2291c335fdc
"",124.3,434.5,8.7,Upper Siang,,0,551,713.2,306.8,354.8,105.7,335.7,899,Arunachal Pradesh,2010,585636efeddba2291c335fdd
4198.7,702.5,231.6,22.2,Upper Siang,238.8,163.9,853.8,604.2,229,245.4,32.2,146.3,728.8,Arunachal Pradesh,2011,585636efeddba2291c335fde
1306.5,98.1,134,21.2,Upper Subansiri,53,34,236.6,240.6,76.2,144.8,3,97.4,167.6,Arunachal Pradesh,2004,585636efeddba2291c335fe2
"",83.4,225.8,0,Upper Subansiri,112.8,21,225.6,398.2,181,196.6,51,123.3,,Arunachal Pradesh,2005,585636efeddba2291c335fe3
1433,138.9,217.4,19.4,Upper Subansiri,60.2,6.8,236.8,175.6,35.7,204.8,35,136.2,166.2,Arunachal Pradesh,2006,585636efeddba2291c335fe4
2026.1,190,239.8,15.2,Upper Subansiri,123.8,22.8,391,338.4,53,123.6,20.3,155.8,352.4,Arunachal Pradesh,2007,585636efeddba2291c335fe5
1585.6,141.8,217.6,1.6,Upper Subansiri,12.8,79.8,352.7,288.4,140,83.7,0,146.6,120.6,Arunachal Pradesh,2008,585636efeddba2291c335fe6
1637.5,176.2,454.4,10.9,Upper Subansiri,48.2,5.8,169.4,360,40.6,145.8,10.4,58.2,157.6,Arunachal Pradesh,2009,585636efeddba2291c335fe7
1655.1,315.4,185.4,28.8,Upper Subansiri,15,0,198.8,160.2,174.8,183.6,73.3,46.4,273.4,Arunachal Pradesh,2010,585636efeddba2291c335fe8
1560.8,152.6,265.8,24.6,Upper Subansiri,10.6,21,354.8,280.2,158.4,131.4,13.2,22.8,125.4,Arunachal Pradesh,2011,585636efeddba2291c335fe9
3283,137.6,404.2,4.5,West Kameng,13.3,24.8,649.5,640.5,58.3,344.3,16.1,302.7,687.2,Arunachal Pradesh,2004,585636efeddba2291c335fed
2344.4,78.5,529.8,1.4,West Kameng,59.6,43.8,414.2,261.8,64.5,184.6,28.6,220.4,457.2,Arunachal Pradesh,2005,585636efeddba2291c335fee
1788.3,173.4,160.7,11.3,West Kameng,16.7,3.1,381.2,395.9,17,182.1,62.8,45.8,338.3,Arunachal Pradesh,2006,585636efeddba2291c335fef
2471,107.9,379.8,0.4,West Kameng,105.7,1.7,598,369.1,54.1,203.3,28.2,263.9,358.9,Arunachal Pradesh,2007,585636efeddba2291c335ff0
3256.7,79.6,576.7,2.2,West Kameng,26.8,40.9,502.5,1103.4,45.4,357.3,0.4,268,253.5,Arunachal Pradesh,2008,585636efeddba2291c335ff1
3198,43.9,828.7,24.4,West Kameng,7.8,8.2,910.8,665.2,42.9,357.9,11,105.4,191.8,Arunachal Pradesh,2009,585636efeddba2291c335ff2
2537.4,124.8,609.7,0,West Kameng,0,0,488.9,400.6,94.2,373.4,58.9,73.4,313.5,Arunachal Pradesh,2010,585636efeddba2291c335ff3
2030.3,44.7,365.7,3,West Kameng,28.2,9.9,616.5,294.5,51.9,249.3,10,42.9,313.7,Arunachal Pradesh,2011,585636efeddba2291c335ff4
"",,0,,West Siang,,,0,530,240.8,,,,0,Arunachal Pradesh,2004,585636efeddba2291c335ff8
"",,0,0,West Siang,,,,183.6,,,0.8,,,Arunachal Pradesh,2005,585636efeddba2291c335ff9
"",169.7,78.8,118.8,West Siang,102.6,,301.7,,,314.7,627.5,110.6,260.2,Arunachal Pradesh,2006,585636efeddba2291c335ffa
2712.2,234.3,249.6,7.5,West Siang,168.8,36.6,697.4,292.5,104.9,305,47.6,163.1,404.9,Arunachal Pradesh,2007,585636efeddba2291c335ffb
3569.7,258.7,643.5,15.5,West Siang,132,126.6,743.3,740.9,66.6,343.8,30.5,170.4,297.9,Arunachal Pradesh,2008,585636efeddba2291c335ffc
2581.4,193.2,82.4,4.3,West Siang,113.9,0,737.1,533.9,89.4,226,33.3,83.6,484.3,Arunachal Pradesh,2009,585636efeddba2291c335ffd
"",79,578.4,0,West Siang,0.2,0,840.1,879.4,45,125,122.6,,,Arunachal Pradesh,2010,585636efeddba2291c335ffe
"",96.3,28.2,0,West Siang,20.1,111.3,866.4,349.9,218.4,198.4,,,,Arunachal Pradesh,2011,585636efeddba2291c335fff
"",,,,Baksa,,,,,,,,,,Assam,2004,5852eeb922758b3208f54d23
"",,,,Baksa,,,,,,,,,,Assam,2005,5852eeb922758b3208f54d24
"",,,,Baksa,,,,,,,,,,Assam,2006,5852eeb922758b3208f54d25
"",,,,Baksa,,,,,,,,,,Assam,2007,5852eeb922758b3208f54d26
"",,,,Baksa,,,,,,,,,,Assam,2008,5852eeb922758b3208f54d27
"",,,,Baksa,,,,,,,,,,Assam,2009,5852eeb922758b3208f54d28
"",,,,Baksa,,,,,,,,,,Assam,2010,5852eeb922758b3208f54d29
"",,,0,Baksa,,,,,,,,,,Assam,2011,5852eeb922758b3208f54d2a
"",268.3,146.1,19.2,Baksa,,0,536.6,955.9,13.9,205.5,15.2,187.8,400.5,Assam,2012,5852eeb922758b3208f54d2b
1488.1,127.8,187.7,10.3,Baksa,8.9,1,240,299.3,48,244.6,0,78.5,242,Assam,2013,5852eeb922758b3208f54d2c
1836,64.8,547.6,0,Baksa,23,0,198,344.1,21,309.2,0,2.5,325.8,Assam,2014,5852eeb922758b3208f54d2d
3408.6,461.3,154.8,10.8,Barpeta,12.7,14.8,1013.3,560.1,97.8,633.1,2.1,162.9,284.9,Assam,2004,5852eeb922758b3208f54d2e
2914.1,295.1,571.1,0,Barpeta,2.7,7.9,600.4,448,158.7,286.8,7.5,345.3,190.6,Assam,2005,5852eeb922758b3208f54d2f
1873.9,154.7,180.9,11.1,Barpeta,16.6,0,435.5,312.5,0.7,162.1,29.4,83.2,487.2,Assam,2006,5852eeb922758b3208f54d30
2655.1,255.8,391.5,0,Barpeta,55.1,0,620.4,604.5,9,175.7,4.5,104.1,434.5,Assam,2007,5852eeb922758b3208f54d31
2800.8,298.1,725.3,0,Barpeta,15.1,28.9,454.7,459.6,133.9,281.2,0,101,303,Assam,2008,5852eeb922758b3208f54d32
2471.9,162.4,681.7,0.8,Barpeta,0,0.1,414.4,463.9,51.9,300.7,6.3,209.4,180.3,Assam,2009,5852eeb922758b3208f54d33
